n1	n2	evidence	score
MESH:D017889	DOID:13641	predicted	1
EFO:0007130	DOID:13664	predicted	0.6581
ORPHA:83597	DOID:13664	predicted	1
EFO:1001164	DOID:13677	predicted	0.7071
MEDDRA:10051316	DOID:13677	predicted	1
ORPHA:793	DOID:13677	predicted	1
HP:0100867	DOID:13687	predicted	1
MESH:C535720	DOID:13687	predicted	0.7071
HP:0012876	DOID:13709	predicted	1
EFO:1000892	DOID:13711	predicted	1
MEDDRA:10016819	DOID:13711	predicted	1
HP:0000668	DOID:13714	predicted	0.576
HP:0000674	DOID:13714	predicted	0.5629
MEDDRA:10055001	DOID:13714	predicted	0.5677
MEDDRA:10002583	DOID:13714	predicted	0.5545
MESH:C563203	DOID:13714	predicted	0.5929
ORPHA:99797	DOID:13714	predicted	0.8175
EFO:1000822	DOID:13724	predicted	1
EFO:1001169	DOID:13724	predicted	1
HP:0100510	DOID:13724	predicted	0.6931
MEDDRA:10047623	DOID:13724	predicted	0.6928
MESH:D001206	DOID:13724	predicted	0.7071
EFO:1000837	DOID:13725	predicted	1
MESH:D001602	DOID:13725	predicted	1
EFO:1000241	DOID:1373	predicted	1
MEDDRA:10019680	DOID:13738	predicted	1
EFO:0009455	DOID:13757	predicted	0.6735
HP:0009926	DOID:13757	predicted	0.7172
MEDDRA:10023643	DOID:13757	predicted	0.6663
MEDDRA:10072989	DOID:13757	predicted	0.6663
ORPHA:98602	DOID:13757	predicted	0.6738
EFO:0007210	DOID:13767	predicted	1
MEDDRA:10009344	DOID:13767	predicted	1
EFO:0007404	DOID:13768	predicted	1
MEDDRA:10030897	DOID:13768	predicted	1
HP:0008207	DOID:13774	predicted	0.5117
ORPHA:85138	DOID:13774	predicted	0.8405
EFO:1002023	DOID:13775	predicted	1
MEDDRA:10052339	DOID:13777	predicted	1
MESH:D004819	DOID:13777	predicted	1
OMIM:226400	DOID:13777	predicted	0.693
MEDDRA:10008392	DOID:13778	predicted	1
MEDDRA:10020677	DOID:13781	predicted	1
HP:0030856	DOID:13789	predicted	1
HP:0012114	DOID:1380	predicted	0.5413
MEDDRA:10014742	DOID:1380	predicted	0.6014
MEDDRA:10014759	DOID:1380	predicted	0.5704
EFO:0007434	DOID:13801	predicted	1
HP:0008158	DOID:13809	predicted	1
EFO:0004911	DOID:13810	predicted	0.6359
MEDDRA:10045254	DOID:13810	predicted	0.5774
MEDDRA:10045261	DOID:13810	predicted	0.5774
MEDDRA:10046826	DOID:13812	predicted	1
ORPHA:137686	DOID:13812	predicted	0.6823
EFO:0007353	DOID:13819	predicted	1
MEDDRA:10025297	DOID:13819	predicted	1
HP:0001643	DOID:13832	predicted	0.7071
MEDDRA:10034130	DOID:13832	predicted	0.7071
EFO:1001220	DOID:13864	predicted	1
HP:0007011	DOID:13864	predicted	1
HP:0025592	DOID:13864	predicted	1
MEDDRA:10023110	DOID:13864	predicted	1
MEDDRA:10054201	DOID:13864	predicted	1
MEDDRA:10011314	DOID:13866	predicted	1
ORPHA:99908	DOID:13891	predicted	1
EFO:1001970	DOID:139	predicted	0.7071
HP:0031021	DOID:139	predicted	0.7172
HP:0012740	DOID:139	predicted	0.6968
ORPHA:31154	DOID:1390	predicted	1
EFO:0005581	DOID:13909	predicted	0.693
HP:0000642	DOID:13909	predicted	0.512
HP:0011520	DOID:13909	predicted	0.512
HP:0011521	DOID:13909	predicted	0.512
EFO:0005580	DOID:13910	predicted	0.8805
HP:0011522	DOID:13910	predicted	0.5066
HP:0200018	DOID:13910	predicted	0.5066
HP:0007803	DOID:13911	predicted	0.5248
EFO:0009687	DOID:13918	predicted	1
MEDDRA:10041326	DOID:13918	predicted	0.7153
MEDDRA:10041318	DOID:13918	predicted	0.6988
HP:0031792	DOID:13919	predicted	1
HP:0000538	DOID:1392	predicted	1
MEDDRA:10037141	DOID:1392	predicted	1
MEDDRA:10064212	DOID:13922	predicted	0.6821
EFO:1001058	DOID:13924	predicted	1
HP:0000579	DOID:13929	predicted	0.6931
EFO:0007167	DOID:13934	predicted	0.8224
EFO:0009380	DOID:13934	predicted	0.5689
EFO:1002051	DOID:13934	predicted	0.5689
MEDDRA:10016054	DOID:13934	predicted	0.5669
MESH:D020330	DOID:13934	predicted	0.5899
EFO:0010269	DOID:13938	predicted	1
HP:0000141	DOID:13938	predicted	1
MESH:D000568	DOID:13938	predicted	0.6697
EFO:0007530	DOID:1394	predicted	0.7071
MEDDRA:10039605	DOID:1394	predicted	1
MEDDRA:10065551	DOID:13945	predicted	0.6735
MESH:C563990	DOID:13945	predicted	0.7252
ORPHA:199354	DOID:13945	predicted	0.7254
EFO:1000840	DOID:13948	predicted	0.6928
MEDDRA:10005060	DOID:13948	predicted	1
MEDDRA:10071445	DOID:13948	predicted	1
EFO:1000869	DOID:13949	predicted	0.6988
MEDDRA:10011801	DOID:13949	predicted	1
EFO:1001475	DOID:1395	predicted	0.6424
MESH:D012552	DOID:1395	predicted	0.6826
ORPHA:1247	DOID:1395	predicted	0.6823
EFO:1001095	DOID:13976	predicted	0.7154
EFO:0003948	DOID:13976	predicted	0.6988
MESH:D005764	DOID:13976	predicted	0.7071
OMIM:109350	DOID:13976	predicted	0.6968
EFO:0009455	DOID:1400	predicted	1
MEDDRA:10023643	DOID:1400	predicted	1
MEDDRA:10072989	DOID:1400	predicted	1
ORPHA:98602	DOID:1400	predicted	1
HP:0011497	DOID:14000	predicted	1
HP:0025319	DOID:14000	predicted	1
MEDDRA:10065630	DOID:14000	predicted	1
ORPHA:229	DOID:14004	predicted	0.5503
MEDDRA:10041645	DOID:14006	predicted	1
EFO:1000802	DOID:14018	predicted	0.8244
MEDDRA:10009208	DOID:14018	predicted	0.6928
MEDDRA:10011219	DOID:14021	predicted	1
MEDDRA:10067349	DOID:14021	predicted	1
EFO:1001147	DOID:14022	predicted	1
MESH:D012019	DOID:14022	predicted	1
OMIM:604335	DOID:14022	predicted	1
ORPHA:99995	DOID:14022	predicted	1
EFO:1001115	DOID:14039	predicted	0.7256
MEDDRA:10053869	DOID:14039	predicted	1
ORPHA:2905	DOID:14039	predicted	0.7254
MEDDRA:10036073	DOID:14040	predicted	0.6856
OMIM:269200	DOID:14040	predicted	0.6859
ORPHA:3143	DOID:14040	predicted	1
ORPHA:282196	DOID:14040	predicted	0.713
EFO:0009963	DOID:14042	predicted	1
MEDDRA:10034799	DOID:14049	predicted	1
EFO:1001506	DOID:1405	predicted	0.7256
HP:0012109	DOID:1405	predicted	0.7252
EFO:1000997	DOID:1406	predicted	1
HP:0001101	DOID:1406	predicted	1
MEDDRA:10036303	DOID:14064	predicted	1
EFO:0007444	DOID:14067	predicted	1
EFO:0001068	DOID:14067	predicted	0.566
EFO:0006857	DOID:14069	predicted	1
MEDDRA:10063094	DOID:14069	predicted	1
EFO:1000811	DOID:1407	predicted	0.7733
HP:0001094	DOID:1407	predicted	0.6671
MESH:D015863	DOID:1407	predicted	0.6815
ORPHA:280886	DOID:1407	predicted	1
HP:0010542	DOID:14070	predicted	1
EFO:0009380	DOID:14075	predicted	1
EFO:1002051	DOID:14075	predicted	1
MEDDRA:10016054	DOID:14075	predicted	1
ORPHA:403	DOID:14080	predicted	1
EFO:1001887	DOID:14087	predicted	1
EFO:1001896	DOID:14087	predicted	1
EFO:1001163	DOID:14089	predicted	1
EFO:0007179	DOID:14095	predicted	1
EFO:1002047	DOID:14095	predicted	0.5759
MEDDRA:10006045	DOID:14095	predicted	1
ORPHA:83313	DOID:14095	predicted	1
EFO:1000891	DOID:14107	predicted	1
MEDDRA:10056698	DOID:14107	predicted	1
EFO:0003835	DOID:14110	predicted	0.8205
MEDDRA:10002125	DOID:14110	predicted	0.6821
MEDDRA:10040070	DOID:14115	predicted	0.7071
MEDDRA:10044248	DOID:14115	predicted	0.7071
ORPHA:36234	DOID:14115	predicted	0.6929
EFO:0000759	DOID:14116	predicted	0.5852
EFO:1000737	DOID:14116	predicted	0.5683
MESH:D000071070	DOID:14116	predicted	0.5817
MESH:C537837	DOID:14116	predicted	0.5685
ORPHA:199276	DOID:14116	predicted	0.8165
ORPHA:2398	DOID:14116	predicted	0.5774
MEDDRA:10020606	DOID:14118	predicted	0.6966
MESH:C535460	DOID:14118	predicted	0.7071
OMIM:246700	DOID:14118	predicted	0.7071
ORPHA:71	DOID:14118	predicted	0.7153
HP:0012461	DOID:1412	predicted	1
EFO:1000080	DOID:14145	predicted	1
EFO:1001228	DOID:14146	predicted	1
HP:0012026	DOID:1415	predicted	0.6931
ORPHA:414	DOID:1415	predicted	1
HP:0010953	DOID:14159	predicted	0.7252
HP:0000238	DOID:14159	predicted	0.6886
MEDDRA:10020508	DOID:14159	predicted	0.7174
HP:0000610	DOID:1417	predicted	0.6698
EFO:1000856	DOID:14174	predicted	0.8244
HP:0030064	DOID:14174	predicted	0.6931
MEDDRA:10017709	DOID:14174	predicted	0.6928
ORPHA:73256	DOID:14174	predicted	0.6929
MEDDRA:10047716	DOID:14175	predicted	0.5795
MEDDRA:10042265	DOID:14175	predicted	0.5551
MEDDRA:10057653	DOID:14175	predicted	0.5551
MESH:D010580	DOID:14175	predicted	0.5817
MESH:D013341	DOID:14175	predicted	0.5685
OMIM:175200	DOID:14175	predicted	0.5818
OMIM:185300	DOID:14175	predicted	0.5684
ORPHA:2869	DOID:14175	predicted	0.5854
ORPHA:892	DOID:14175	predicted	0.5854
ORPHA:3205	DOID:14175	predicted	0.5609
MEDDRA:10057863	DOID:14176	predicted	1
ORPHA:183675	DOID:14176	predicted	0.6738
MEDDRA:10060747	DOID:14177	predicted	1
MEDDRA:10060360	DOID:14179	predicted	0.6966
MESH:C562478	DOID:14179	predicted	0.7071
EFO:1000803	DOID:14183	predicted	1
MEDDRA:10036106	DOID:14183	predicted	1
MESH:D020269	DOID:14183	predicted	1
EFO:1000941	DOID:14188	predicted	1
HP:0025232	DOID:14188	predicted	1
EFO:0000398	DOID:14203	predicted	0.8165
MESH:C562645	DOID:14213	predicted	0.51
OMIM:200950	DOID:14213	predicted	0.5046
ORPHA:35121	DOID:14213	predicted	0.5101
MEDDRA:10052622	DOID:14218	predicted	0.5695
ORPHA:1675	DOID:14218	predicted	0.8243
HP:0030764	DOID:14223	predicted	0.6968
MEDDRA:10001689	DOID:14223	predicted	0.7071
MEDDRA:10051253	DOID:14223	predicted	0.7071
MESH:D000474	DOID:14223	predicted	0.7071
OMIM:203500	DOID:14223	predicted	0.6968
HP:0002787	DOID:14224	predicted	1
MEDDRA:10051880	DOID:14224	predicted	1
HP:0000027	DOID:14227	predicted	1
HP:0000798	DOID:14228	predicted	1
OMIM:400042	DOID:14228	predicted	0.6884
HP:0001144	DOID:14233	predicted	1
MEDDRA:10031037	DOID:14233	predicted	1
HP:0008028	DOID:14245	predicted	1
EFO:0001064	DOID:14250	predicted	0.8742
EFO:0007135	DOID:14256	predicted	1
MEDDRA:10064056	DOID:14256	predicted	1
ORPHA:829	DOID:14256	predicted	1
MEDDRA:10017324	DOID:14261	predicted	0.549
EFO:0007406	DOID:14262	predicted	1
MEDDRA:10007134	DOID:14262	predicted	0.6966
MESH:D002177	DOID:14262	predicted	0.7071
HP:0010444	DOID:14265	predicted	1
MEDDRA:10037448	DOID:14265	predicted	1
MESH:D011665	DOID:14265	predicted	1
HP:0030991	DOID:14268	predicted	0.5853
HP:0030151	DOID:14268	predicted	0.5611
MEDDRA:10008609	DOID:14268	predicted	0.5669
MESH:D002761	DOID:14268	predicted	0.5655
OMIM:613806	DOID:14268	predicted	0.567
ORPHA:447771	DOID:14268	predicted	0.5863
ORPHA:171	DOID:14268	predicted	0.5728
HP:0030987	DOID:14269	predicted	0.7317
HP:0030151	DOID:14269	predicted	0.6816
MEDDRA:10008610	DOID:14269	predicted	0.7255
MESH:D002761	DOID:14269	predicted	0.6671
HP:0030151	DOID:14270	predicted	1
MESH:D002761	DOID:14270	predicted	1
MEDDRA:10008605	DOID:14271	predicted	1
MEDDRA:10051686	DOID:14283	predicted	0.5653
ORPHA:2796	DOID:14283	predicted	1
ORPHA:248095	DOID:14283	predicted	0.5703
EFO:1001378	DOID:14286	predicted	1
HP:0002821	DOID:14286	predicted	1
EFO:0007244	DOID:14289	predicted	1
HP:0010316	DOID:14289	predicted	1
MEDDRA:10014075	DOID:14289	predicted	1
ORPHA:1880	DOID:14289	predicted	1
MEDDRA:10062901	DOID:14291	predicted	1
OMIM:151100	DOID:14291	predicted	0.6989
EFO:1000623	DOID:14292	predicted	0.6928
MEDDRA:10047760	DOID:14292	predicted	0.6928
MESH:D007724	DOID:14292	predicted	0.693
EFO:1001424	DOID:14308	predicted	1
EFO:1000722	DOID:14308	predicted	0.6917
ORPHA:482	DOID:14308	predicted	0.6988
HP:0000618	DOID:1432	predicted	0.6698
MEDDRA:10026829	DOID:14323	predicted	0.6928
MESH:D008382	DOID:14323	predicted	1
ORPHA:284963	DOID:14323	predicted	1
ORPHA:558	DOID:14323	predicted	0.6967
EFO:1001402	DOID:14332	predicted	1
ORPHA:97349	DOID:14332	predicted	1
EFO:0009004	DOID:14336	predicted	1
EFO:0006812	DOID:14351	predicted	0.7256
MEDDRA:10043781	DOID:14351	predicted	1
ORPHA:158	DOID:14365	predicted	1
MESH:D012532	DOID:14374	predicted	0.7071
MEDDRA:10060905	DOID:14392	predicted	1
EFO:0007476	DOID:14397	predicted	0.6821
MEDDRA:10039483	DOID:14397	predicted	0.6735
MEDDRA:10039484	DOID:14397	predicted	0.6735
MESH:D012523	DOID:14397	predicted	0.6826
ORPHA:54368	DOID:14397	predicted	0.6823
ORPHA:98757	DOID:1440	predicted	1
EFO:1001284	DOID:14400	predicted	1
EFO:1001477	DOID:14400	predicted	1
HP:0030005	DOID:14400	predicted	0.6698
MEDDRA:10007196	DOID:14400	predicted	1
MESH:D019559	DOID:14400	predicted	0.6697
ORPHA:188	DOID:14400	predicted	1
EFO:0009562	DOID:14402	predicted	0.66
HP:0007263	DOID:1441	predicted	1
HP:0005743	DOID:14415	predicted	0.6698
ORPHA:2380	DOID:14415	predicted	0.6693
MESH:D063485	DOID:14422	predicted	1
HP:0007313	DOID:1443	predicted	0.7618
EFO:1000679	DOID:14443	predicted	1
MEDDRA:10046740	DOID:14443	predicted	1
MESH:D015812	DOID:14445	predicted	0.5366
HP:0008715	DOID:14447	predicted	0.5072
MEDDRA:10059271	DOID:14447	predicted	0.5111
MESH:D014424	DOID:14447	predicted	0.556
HP:0000133	DOID:14449	predicted	0.5638
ORPHA:1772	DOID:14449	predicted	1
OMIM:233300	DOID:14450	predicted	0.674
ORPHA:206976	DOID:14451	predicted	0.6275
ORPHA:206976	DOID:14452	predicted	0.5612
EFO:0007385	DOID:14453	predicted	1
ORPHA:99906	DOID:14453	predicted	1
EFO:0007185	DOID:14456	predicted	0.5561
EFO:1001379	DOID:14464	predicted	1
EFO:0007296	DOID:14472	predicted	1
ORPHA:319247	DOID:14472	predicted	1
EFO:1000709	DOID:14482	predicted	1
MEDDRA:10019939	DOID:14482	predicted	1
ORPHA:63275	DOID:14482	predicted	1
EFO:0007494	DOID:14484	predicted	1
MEDDRA:10041736	DOID:14484	predicted	1
ORPHA:826	DOID:14484	predicted	1
EFO:1001307	DOID:14495	predicted	1
MEDDRA:10053687	DOID:14497	predicted	1
OMIM:278000	DOID:14497	predicted	1
ORPHA:75233	DOID:14497	predicted	1
ORPHA:275761	DOID:14497	predicted	0.6666
MEDDRA:10051661	DOID:14498	predicted	1
ORPHA:530	DOID:14498	predicted	1
HP:0001071	DOID:14499	predicted	0.6931
MESH:C567062	DOID:14499	predicted	0.7071
ORPHA:324	DOID:14499	predicted	1
MESH:D044904	DOID:14500	predicted	0.5071
MESH:D054880	DOID:14500	predicted	0.5071
ORPHA:349	DOID:14500	predicted	0.5064
MEDDRA:10048676	DOID:14501	predicted	1
MESH:D015217	DOID:14502	predicted	1
ORPHA:75234	DOID:14502	predicted	1
OMIM:204200	DOID:14503	predicted	0.5005
OMIM:204300	DOID:14503	predicted	0.5005
ORPHA:168491	DOID:14503	predicted	0.5005
ORPHA:228340	DOID:14503	predicted	0.5005
ORPHA:228346	DOID:14503	predicted	0.5005
MEDDRA:10029403	DOID:14504	predicted	0.6966
MESH:D013106	DOID:14504	predicted	0.7071
ORPHA:79225	DOID:14504	predicted	0.6967
ORPHA:893	DOID:14515	predicted	0.6929
EFO:0007467	DOID:14525	predicted	0.7071
MEDDRA:10039012	DOID:14525	predicted	0.7174
MEDDRA:10072654	DOID:14525	predicted	0.6966
MESH:C536038	DOID:14525	predicted	0.6968
OMIM:201450	DOID:14525	predicted	0.6824
ORPHA:3096	DOID:14525	predicted	0.7174
ORPHA:42	DOID:14525	predicted	0.6967
HP:0010298	DOID:1453	predicted	1
MEDDRA:10069085	DOID:1453	predicted	1
EFO:0007283	DOID:1455	predicted	0.5358
HP:0031180	DOID:1455	predicted	0.6079
HP:0000221	DOID:1455	predicted	0.5679
HP:0025252	DOID:1455	predicted	0.555
MEDDRA:10035630	DOID:1455	predicted	0.5536
MEDDRA:10043957	DOID:1455	predicted	0.5408
MESH:D015787	DOID:1455	predicted	0.608
MESH:D014063	DOID:1455	predicted	0.5678
EFO:1001330	DOID:14555	predicted	1
MEDDRA:10061322	DOID:14555	predicted	0.6821
MESH:D065627	DOID:14557	predicted	0.7543
EFO:1000951	DOID:1456	predicted	1
HP:0000206	DOID:1456	predicted	1
EFO:1001055	DOID:1459	predicted	1
HP:0000821	DOID:1459	predicted	0.6968
MEDDRA:10028665	DOID:1459	predicted	0.6966
MESH:D009230	DOID:1459	predicted	0.7071
OMIM:255900	DOID:1459	predicted	0.6968
ORPHA:181396	DOID:1459	predicted	0.6967
EFO:1001074	DOID:146	predicted	1
HP:0001085	DOID:146	predicted	1
MEDDRA:10030923	DOID:146	predicted	1
MEDDRA:10033708	DOID:146	predicted	1
EFO:0005801	DOID:1461	predicted	1
EFO:0003830	DOID:14654	predicted	1
HP:0000024	DOID:14654	predicted	1
ORPHA:436252	DOID:14671	predicted	1
ORPHA:3412	DOID:14679	predicted	0.5509
EFO:0009604	DOID:1468	predicted	0.738
ORPHA:1248	DOID:14683	predicted	1
MESH:C565626	DOID:14687	predicted	0.7071
ORPHA:628	DOID:14687	predicted	1
ORPHA:818	DOID:14692	predicted	0.6929
HP:0007529	DOID:14693	predicted	0.7172
HP:0000968	DOID:14693	predicted	0.6968
MEDDRA:10010452	DOID:14693	predicted	0.7071
ORPHA:189	DOID:14693	predicted	0.7174
ORPHA:79373	DOID:14693	predicted	0.6967
HP:0004919	DOID:14695	predicted	0.6742
MEDDRA:10017604	DOID:14695	predicted	0.6735
MEDDRA:10017605	DOID:14695	predicted	0.6735
ORPHA:79237	DOID:14695	predicted	0.7174
ORPHA:352	DOID:14695	predicted	0.6967
HP:0003571	DOID:14701	predicted	0.6931
ORPHA:35	DOID:14701	predicted	1
OMIM:113650	DOID:14702	predicted	0.6884
ORPHA:107	DOID:14702	predicted	0.6883
MEDDRA:10002943	DOID:14705	predicted	0.5277
MESH:C538582	DOID:14705	predicted	0.5935
ORPHA:946	DOID:14705	predicted	0.5326
OMIM:310400	DOID:14717	predicted	0.5717
MEDDRA:10067728	DOID:14723	predicted	0.7071
MESH:C535434	DOID:14723	predicted	0.7173
ORPHA:2514	DOID:14725	predicted	1
MESH:C536687	DOID:14731	predicted	0.6701
ORPHA:3447	DOID:14731	predicted	1
ORPHA:100050	DOID:14735	predicted	0.645
EFO:0006343	DOID:1474	predicted	0.8138
EFO:0006342	DOID:1474	predicted	0.6939
EFO:0000649	DOID:1474	predicted	0.6218
MESH:D010520	DOID:1474	predicted	0.8205
MESH:C536300	DOID:14744	predicted	0.6989
OMIM:312780	DOID:14744	predicted	0.7152
HP:0002912	DOID:14749	predicted	1
MEDDRA:10059521	DOID:14749	predicted	1
MESH:C537358	DOID:14749	predicted	0.693
EFO:1001026	DOID:1475	predicted	1
HP:0100764	DOID:1475	predicted	1
ORPHA:2415	DOID:1475	predicted	0.6738
ORPHA:33	DOID:14753	predicted	1
MEDDRA:10058299	DOID:14755	predicted	1
ORPHA:23	DOID:14755	predicted	1
MESH:D004535	DOID:14756	predicted	0.6968
ORPHA:286	DOID:14756	predicted	1
ORPHA:285	DOID:14757	predicted	1
MEDDRA:10053878	DOID:14761	predicted	1
ORPHA:380	DOID:14761	predicted	1
ORPHA:3237	DOID:14762	predicted	0.722
MEDDRA:10073856	DOID:14764	predicted	1
MESH:C580241	DOID:14764	predicted	1
ORPHA:503	DOID:14764	predicted	0.6929
HP:0000110	DOID:14766	predicted	1
MEDDRA:10038433	DOID:14766	predicted	0.7071
MEDDRA:10064655	DOID:14766	predicted	0.7071
MESH:C563261	DOID:14766	predicted	0.6968
MEDDRA:10002943	DOID:14768	predicted	0.5277
MESH:C566325	DOID:14768	predicted	0.5935
ORPHA:946	DOID:14768	predicted	0.5326
MEDDRA:10069596	DOID:14773	predicted	1
ORPHA:175	DOID:14773	predicted	1
MEDDRA:10067866	DOID:14777	predicted	0.6694
ORPHA:140927	DOID:14777	predicted	0.6712
MESH:C566222	DOID:14778	predicted	0.5876
ORPHA:126	DOID:14778	predicted	1
HP:0002542	DOID:14784	predicted	1
MEDDRA:10062920	DOID:14789	predicted	1
MESH:C535788	DOID:14789	predicted	1
ORPHA:94068	DOID:14789	predicted	1
ORPHA:253	DOID:14789	predicted	0.6889
MEDDRA:10070667	DOID:14791	predicted	1
EFO:0009670	DOID:1483	predicted	1
HP:0000704	DOID:1483	predicted	0.5662
MEDDRA:10011766	DOID:1485	predicted	0.7211
MEDDRA:10011762	DOID:1485	predicted	0.6928
MESH:D003550	DOID:1485	predicted	0.7929
EFO:0007245	DOID:1496	predicted	1
ORPHA:400	DOID:1496	predicted	1
MESH:D002771	DOID:1498	predicted	1
ORPHA:173	DOID:1498	predicted	1
MEDDRA:10037175	DOID:150	predicted	1
EFO:0007406	DOID:1508	predicted	0.7935
MEDDRA:10007134	DOID:1508	predicted	0.5582
MESH:C536777	DOID:1508	predicted	0.5885
MESH:D002180	DOID:1508	predicted	0.5717
HP:0012075	DOID:1509	predicted	0.6826
MEDDRA:10003865	DOID:1509	predicted	0.7071
EFO:0007197	DOID:1517	predicted	1
EFO:0009255	DOID:1517	predicted	1
EFO:1000021	DOID:1519	predicted	1
EFO:1001950	DOID:1520	predicted	0.7452
EFO:0000365	DOID:1520	predicted	0.529
EFO:0007197	DOID:1521	predicted	0.6735
EFO:0009255	DOID:1521	predicted	0.6735
EFO:1000742	DOID:1525	predicted	1
MEDDRA:10047883	DOID:1525	predicted	1
ORPHA:33577	DOID:1525	predicted	1
EFO:1000746	DOID:1526	predicted	1
HP:0012490	DOID:1526	predicted	1
MEDDRA:10033674	DOID:1526	predicted	1
MEDDRA:10035595	DOID:1532	predicted	1
MEDDRA:10035597	DOID:1532	predicted	1
EFO:0007373	DOID:154	predicted	0.5257
EFO:1000356	DOID:154	predicted	0.5257
EFO:1000456	DOID:1540	predicted	1
HP:0006780	DOID:1540	predicted	0.5871
HP:0100733	DOID:1540	predicted	0.5574
MEDDRA:10033965	DOID:1540	predicted	0.5677
MEDDRA:10033963	DOID:1540	predicted	0.5545
ORPHA:143	DOID:1540	predicted	0.5872
ORPHA:100090	DOID:1540	predicted	0.5572
EFO:1000775	DOID:1554	predicted	0.5581
HP:0410138	DOID:1554	predicted	1
MEDDRA:10052571	DOID:1554	predicted	1
OMIM:125630	DOID:1554	predicted	0.5584
ORPHA:493342	DOID:1554	predicted	0.5636
EFO:0005531	DOID:1555	predicted	0.6821
HP:0001025	DOID:1555	predicted	1
MEDDRA:10046736	DOID:1555	predicted	1
MESH:D014581	DOID:1555	predicted	1
ORPHA:79384	DOID:1555	predicted	1
EFO:1000821	DOID:1556	predicted	1
EFO:1001222	DOID:1557	predicted	0.6928
HP:0100665	DOID:1558	predicted	0.7071
MEDDRA:10002425	DOID:1558	predicted	0.6988
MEDDRA:10002426	DOID:1558	predicted	0.6988
MESH:D054179	DOID:1558	predicted	0.6989
ORPHA:91378	DOID:1558	predicted	0.6919
EFO:1001457	DOID:1561	predicted	0.8054
EFO:0007207	DOID:1562	predicted	1
MEDDRA:10008803	DOID:1562	predicted	1
ORPHA:182	DOID:1562	predicted	1
EFO:0007510	DOID:1563	predicted	0.5764
EFO:0007511	DOID:1563	predicted	0.5652
MEDDRA:10043870	DOID:1563	predicted	0.5728
MESH:D014005	DOID:1563	predicted	0.5774
MEDDRA:10017523	DOID:1564	predicted	0.7211
MEDDRA:10017528	DOID:1564	predicted	0.6928
MESH:D016469	DOID:1564	predicted	0.7209
ORPHA:163591	DOID:1564	predicted	0.6693
HP:0000656	DOID:1570	predicted	1
HP:0002343	DOID:1572	predicted	0.6698
MEDDRA:10029773	DOID:1572	predicted	0.6691
ORPHA:314928	DOID:1572	predicted	0.6693
EFO:0003829	DOID:1574	predicted	0.573
HP:0030955	DOID:1574	predicted	0.6742
OMIM:103780	DOID:1574	predicted	0.674
EFO:1001017	DOID:1577	predicted	1
ORPHA:220407	DOID:1577	predicted	1
ORPHA:220402	DOID:1577	predicted	0.713
HP:0550005	DOID:1578	predicted	1
EFO:0000404	DOID:1580	predicted	1
EFO:0000717	DOID:1580	predicted	0.5018
MEDDRA:10042953	DOID:1580	predicted	1
ORPHA:220393	DOID:1580	predicted	1
EFO:0007337	DOID:1583	predicted	1
EFO:0007129	DOID:1584	predicted	1
MEDDRA:10051895	DOID:1584	predicted	1
MESH:D056586	DOID:1584	predicted	1
EFO:1001160	DOID:1586	predicted	0.7071
MESH:D012213	DOID:1586	predicted	1
ORPHA:3099	DOID:1586	predicted	1
ORPHA:71203	DOID:1587	predicted	0.6823
EFO:1001153	DOID:1591	predicted	1
HP:0100817	DOID:1591	predicted	1
EFO:1002014	DOID:1596	predicted	0.5231
HP:0002840	DOID:1602	predicted	1
MEDDRA:10050823	DOID:1602	predicted	1
HP:0001325	DOID:1607	predicted	0.6842
EFO:1000720	DOID:161	predicted	0.6928
EFO:0003869	DOID:1612	predicted	0.7088
EFO:0000305	DOID:1612	predicted	0.5922
ORPHA:180275	DOID:1612	predicted	0.5733
EFO:0006861	DOID:1614	predicted	0.5619
EFO:0000616	DOID:162	predicted	0.5695
HP:0002664	DOID:162	predicted	0.8056
MEDDRA:10029104	DOID:162	predicted	0.5619
EFO:1000306	DOID:1626	predicted	1
MEDDRA:10022781	DOID:1626	predicted	1
MEDDRA:10071776	DOID:1631	predicted	0.6494
ORPHA:180261	DOID:1631	predicted	0.6498
EFO:0007199	DOID:1638	predicted	1
MESH:D020306	DOID:1638	predicted	0.7209
EFO:0007487	DOID:1639	predicted	1
HP:0030693	DOID:1659	predicted	0.511
EFO:1001038	DOID:166	predicted	1
EFO:1000475	DOID:1664	predicted	0.8133
EFO:1000474	DOID:1664	predicted	0.5818
HP:0030408	DOID:1664	predicted	0.5823
HP:0010799	DOID:1664	predicted	0.5492
HP:0030694	DOID:1664	predicted	0.5492
MEDDRA:10050487	DOID:1664	predicted	0.5795
MEDDRA:10035057	DOID:1664	predicted	0.5551
MEDDRA:10061348	DOID:1664	predicted	0.5551
ORPHA:251909	DOID:1664	predicted	0.5716
MESH:D011030	DOID:1672	predicted	0.5716
HP:0002107	DOID:1673	predicted	1
MESH:D011030	DOID:1673	predicted	0.5495
EFO:1000869	DOID:1678	predicted	1
EFO:0008507	DOID:1678	predicted	0.6779
MEDDRA:10011801	DOID:1678	predicted	0.6821
ORPHA:37202	DOID:1678	predicted	0.6877
EFO:1000025	DOID:1679	predicted	1
HP:0100577	DOID:1679	predicted	1
HP:0001671	DOID:1681	predicted	0.6698
MEDDRA:10007607	DOID:1681	predicted	0.6581
MEDDRA:10064021	DOID:1681	predicted	0.6581
EFO:0005207	DOID:1682	predicted	0.5647
HP:0001627	DOID:1682	predicted	1
